day,name,time,duration,type
Monday,UPLIFT: Women's strength class,19:30,,
Tuesday,beginners weightlifitng class,18:00,,
Wednesday,UPLIFT: Women's strength class,19:30,,
Thursday,beginners weightlifitng class,18:00,,
,UPLIFT: Women's strength class,18:30,,
Friday,UPLIFT: Women's strength class,10:30,,
