day,name,time,duration,type
Monday,Vinyasa flow,18:00,60,
,dynamic hatha,19:30,75,
Tuesday,modified ashtanga vinyasa,7:00,60,
,hatha yoga,18:15,75,
,bedtime yin and restorative yoga,20:00,60,
Wednesday,hatha yoga,10:00,60,
,yin ,17:30,45,
,pregnancy yoga,18:30,60,
,creative flow,19:45,60,
Thursday,mummy and baby yoga,10:30,60,
,Vinyasa flow,18:00,60,
Friday,nourishing flow,10:00,60,
,barre,17:15,45,
,yin ,18:30,75,
Saturday,slow vinyasa,9:45,60,
Sunday,nourishing flow,10:15,60,
